Class,Question,Answer
Animal,นกปรอดสวนกินไอไหร,ผลไม้ต่างๆ เช่น ไทร หว้าชมพู่ มะละกอ มะม่วง ผลตำลึงสุก แมลง หนอน
Animal,นกปรอดสวนกินไร,ผลไม้ต่างๆ เช่น ไทร หว้าชมพู่ มะละกอ มะม่วง ผลตำลึงสุก แมลง หนอน
Animal,นกปรอดหัวสีเขม่า,ที่นี่มีนกปรอดหัวสีเขม่าค่ะ
Animal,มีนกปรอดหัวสีเขม่าไหม,ที่นี่มีนกปรอดหัวสีเขม่าค่ะ
Animal,มีนกปรอดหัวสีเขม่าไหมอ่ะ,ที่นี่มีนกปรอดหัวสีเขม่าค่ะ
Animal,มีนกปรอดหัวสีเขม่าไหมหรือเปล่า,ที่นี่มีนกปรอดหัวสีเขม่าค่ะ
Animal,มีนกปรอดหัวสีเขม่าป้ะ,ที่นี่มีนกปรอดหัวสีเขม่าค่ะ
Animal,นกปรอดหัวสีเขม่ากินอะไร,เมล็ดผลไม้ ผลไม้ แมลงและตัวหนอนต่างๆ
Animal,นกปรอดหัวสีเขม่ากินไรอ่ะ,เมล็ดผลไม้ ผลไม้ แมลงและตัวหนอนต่างๆ
Animal,นกปรอดหัวสีเขม่ากินราย,เมล็ดผลไม้ ผลไม้ แมลงและตัวหนอนต่างๆ
Animal,นกปรอดหัวสีเขม่ากินไอไหร,เมล็ดผลไม้ ผลไม้ แมลงและตัวหนอนต่างๆ
Animal,นกปรอดหัวสีเขม่ากินไร,เมล็ดผลไม้ ผลไม้ แมลงและตัวหนอนต่างๆ
Animal,นกปรอดหัวโขน,ที่นี่มีนกปรอดหัวโขนค่ะ
Animal,มีนกปรอดหัวโขนไหม,ที่นี่มีนกปรอดหัวโขนค่ะ
Animal,มีนกปรอดหัวโขนไหมอ่ะ,ที่นี่มีนกปรอดหัวโขนค่ะ
Animal,มีนกปรอดหัวโขนไหมหรือเปล่า,ที่นี่มีนกปรอดหัวโขนค่ะ
Animal,มีนกปรอดหัวโขนป้ะ,ที่นี่มีนกปรอดหัวโขนค่ะ
Animal,นกปรอดหัวโขนกินอะไร,ผลไม้เนื้อนิ่ม เช่น กล้วย มะละกอ นอกจากนั้นมันยังชอบกินแมลง หนอน
Animal,นกปรอดหัวโขนกินไรอ่ะ,ผลไม้เนื้อนิ่ม เช่น กล้วย มะละกอ นอกจากนั้นมันยังชอบกินแมลง หนอน
Animal,นกปรอดหัวโขนกินราย,ผลไม้เนื้อนิ่ม เช่น กล้วย มะละกอ นอกจากนั้นมันยังชอบกินแมลง หนอน
Animal,นกปรอดหัวโขนกินไอไหร,ผลไม้เนื้อนิ่ม เช่น กล้วย มะละกอ นอกจากนั้นมันยังชอบกินแมลง หนอน
Animal,นกปรอดหัวโขนกินไร,ผลไม้เนื้อนิ่ม เช่น กล้วย มะละกอ นอกจากนั้นมันยังชอบกินแมลง หนอน
Animal,นกปรอดเหลืองหัวจุก,ที่นี่มีนกปรอดเหลืองหัวจุกค่ะ
Animal,มีนกปรอดเหลืองหัวจุกไหม,ที่นี่มีนกปรอดเหลืองหัวจุกค่ะ
Animal,มีนกปรอดเหลืองหัวจุกไหมอ่ะ,ที่นี่มีนกปรอดเหลืองหัวจุกค่ะ
Animal,มีนกปรอดเหลืองหัวจุกไหมหรือเปล่า,ที่นี่มีนกปรอดเหลืองหัวจุกค่ะ
Animal,มีนกปรอดเหลืองหัวจุกป้ะ,ที่นี่มีนกปรอดเหลืองหัวจุกค่ะ
Animal,นกปรอดเหลืองหัวจุกกินอะไร,ผลไม้ โดยเฉพาะ ไทร หว้า ตะขบ ตาเสือเล็ก อบเชย และไม้เถาบางชนิด
Animal,นกปรอดเหลืองหัวจุกกินไรอ่ะ,ผลไม้ โดยเฉพาะ ไทร หว้า ตะขบ ตาเสือเล็ก อบเชย และไม้เถาบางชนิด
Animal,นกปรอดเหลืองหัวจุกกินราย,ผลไม้ โดยเฉพาะ ไทร หว้า ตะขบ ตาเสือเล็ก อบเชย และไม้เถาบางชนิด
Animal,นกปรอดเหลืองหัวจุกกินไอไหร,ผลไม้ โดยเฉพาะ ไทร หว้า ตะขบ ตาเสือเล็ก อบเชย และไม้เถาบางชนิด
Animal,นกปรอดเหลืองหัวจุกกินไร,ผลไม้ โดยเฉพาะ ไทร หว้า ตะขบ ตาเสือเล็ก อบเชย และไม้เถาบางชนิด
Animal,นกปรอดแม่ทะ,ที่นี่มีนกปรอดแม่ทะค่ะ
Animal,มีนกปรอดแม่ทะไหม,ที่นี่มีนกปรอดแม่ทะค่ะ
Animal,มีนกปรอดแม่ทะไหมอ่ะ,ที่นี่มีนกปรอดแม่ทะค่ะ
Animal,มีนกปรอดแม่ทะไหมหรือเปล่า,ที่นี่มีนกปรอดแม่ทะค่ะ
Animal,มีนกปรอดแม่ทะป้ะ,ที่นี่มีนกปรอดแม่ทะค่ะ
Animal,นกปรอดแม่ทะกินอะไร,ผลไม้ แมลง และตัวหนอน
Animal,นกปรอดแม่ทะกินไรอ่ะ,ผลไม้ แมลง และตัวหนอน
Animal,นกปรอดแม่ทะกินราย,ผลไม้ แมลง และตัวหนอน
Animal,นกปรอดแม่ทะกินไอไหร,ผลไม้ แมลง และตัวหนอน
Animal,นกปรอดแม่ทะกินไร,ผลไม้ แมลง และตัวหนอน
Animal,นกพิราบหงอนวิคตอเรีย,ที่นี่มีนกพิราบหงอนวิคตอเรียค่ะ
Animal,มีนกพิราบหงอนวิคตอเรียไหม,ที่นี่มีนกพิราบหงอนวิคตอเรียค่ะ
Animal,มีนกพิราบหงอนวิคตอเรียไหมอ่ะ,ที่นี่มีนกพิราบหงอนวิคตอเรียค่ะ
Animal,มีนกพิราบหงอนวิคตอเรียไหมหรือเปล่า,ที่นี่มีนกพิราบหงอนวิคตอเรียค่ะ
Animal,มีนกพิราบหงอนวิคตอเรียป้ะ,ที่นี่มีนกพิราบหงอนวิคตอเรียค่ะ
Animal,นกพิราบหงอนวิคตอเรียกินอะไร,ผลไม้ เมล็ดพืชที่ร่วงหล่นลงพื้น รวมทั้งหนอน และแมลง
Animal,นกพิราบหงอนวิคตอเรียกินไรอ่ะ,ผลไม้ เมล็ดพืชที่ร่วงหล่นลงพื้น รวมทั้งหนอน และแมลง
Animal,นกพิราบหงอนวิคตอเรียกินราย,ผลไม้ เมล็ดพืชที่ร่วงหล่นลงพื้น รวมทั้งหนอน และแมลง
Animal,นกพิราบหงอนวิคตอเรียกินไอไหร,ผลไม้ เมล็ดพืชที่ร่วงหล่นลงพื้น รวมทั้งหนอน และแมลง
Animal,นกพิราบหงอนวิคตอเรียกินไร,ผลไม้ เมล็ดพืชที่ร่วงหล่นลงพื้น รวมทั้งหนอน และแมลง
Animal,นกลุมพูเขียว,ที่นี่มีนกลุมพูเขียวค่ะ
Animal,มีนกลุมพูเขียวไหม,ที่นี่มีนกลุมพูเขียวค่ะ
Animal,มีนกลุมพูเขียวไหมอ่ะ,ที่นี่มีนกลุมพูเขียวค่ะ
Animal,มีนกลุมพูเขียวไหมหรือเปล่า,ที่นี่มีนกลุมพูเขียวค่ะ
Animal,มีนกลุมพูเขียวป้ะ,ที่นี่มีนกลุมพูเขียวค่ะ
Animal,นกลุมพูเขียวกินอะไร,ผลไม้สุก และลูกไม้ชนิดต่างๆ
Animal,นกลุมพูเขียวกินไรอ่ะ,ผลไม้สุก และลูกไม้ชนิดต่างๆ
Animal,นกลุมพูเขียวกินราย,ผลไม้สุก และลูกไม้ชนิดต่างๆ
Animal,นกลุมพูเขียวกินไอไหร,ผลไม้สุก และลูกไม้ชนิดต่างๆ
Animal,นกลุมพูเขียวกินไร,ผลไม้สุก และลูกไม้ชนิดต่างๆ
Animal,นกหกเล็กปากดำ,ที่นี่มีนกหกเล็กปากดำค่ะ
Animal,มีนกหกเล็กปากดำไหม,ที่นี่มีนกหกเล็กปากดำค่ะ
Animal,มีนกหกเล็กปากดำไหมอ่ะ,ที่นี่มีนกหกเล็กปากดำค่ะ
Animal,มีนกหกเล็กปากดำไหมหรือเปล่า,ที่นี่มีนกหกเล็กปากดำค่ะ
Animal,มีนกหกเล็กปากดำป้ะ,ที่นี่มีนกหกเล็กปากดำค่ะ
Animal,นกหกเล็กปากดำกินอะไร,ดอกไม้ หน่ออ่อน ผลไม้ และเมล็ด
Animal,นกหกเล็กปากดำกินไรอ่ะ,ดอกไม้ หน่ออ่อน ผลไม้ และเมล็ด
Animal,นกหกเล็กปากดำกินราย,ดอกไม้ หน่ออ่อน ผลไม้ และเมล็ด
Animal,นกหกเล็กปากดำกินไอไหร,ดอกไม้ หน่ออ่อน ผลไม้ และเมล็ด
Animal,นกหกเล็กปากดำกินไร,ดอกไม้ หน่ออ่อน ผลไม้ และเมล็ด
Animal,นกเขาเขียว,ที่นี่มีนกเขาเขียวค่ะ
Animal,มีนกเขาเขียวไหม,ที่นี่มีนกเขาเขียวค่ะ
Animal,มีนกเขาเขียวไหมอ่ะ,ที่นี่มีนกเขาเขียวค่ะ
Animal,มีนกเขาเขียวไหมหรือเปล่า,ที่นี่มีนกเขาเขียวค่ะ
Animal,มีนกเขาเขียวป้ะ,ที่นี่มีนกเขาเขียวค่ะ
Animal,นกเขาเขียวกินอะไร,เมล็ดพืชและแมลงบางชนิด เช่น ปลวกเป็นอาหาร
Animal,นกเขาเขียวกินไรอ่ะ,เมล็ดพืชและแมลงบางชนิด เช่น ปลวกเป็นอาหาร
Animal,นกเขาเขียวกินราย,เมล็ดพืชและแมลงบางชนิด เช่น ปลวกเป็นอาหาร
Animal,นกเขาเขียวกินไอไหร,เมล็ดพืชและแมลงบางชนิด เช่น ปลวกเป็นอาหาร
Animal,นกเขาเขียวกินไร,เมล็ดพืชและแมลงบางชนิด เช่น ปลวกเป็นอาหาร
Animal,นกเขาเปล้าธรรมดา,ที่นี่มีนกเขาเปล้าธรรมดาค่ะ
Animal,มีนกเขาเปล้าธรรมดาไหม,ที่นี่มีนกเขาเปล้าธรรมดาค่ะ
Animal,มีนกเขาเปล้าธรรมดาไหมอ่ะ,ที่นี่มีนกเขาเปล้าธรรมดาค่ะ
Animal,มีนกเขาเปล้าธรรมดาไหมหรือเปล่า,ที่นี่มีนกเขาเปล้าธรรมดาค่ะ
Animal,มีนกเขาเปล้าธรรมดาป้ะ,ที่นี่มีนกเขาเปล้าธรรมดาค่ะ
Animal,นกเขาเปล้าธรรมดากินอะไร,กินผลไม้สุกเป็นอาหาร โดยเฉพาะลูกไทรสุก จะใช้ปากปลิดแล้วกลืนกินไปทั้งผล
Animal,นกเขาเปล้าธรรมดากินไรอ่ะ,กินผลไม้สุกเป็นอาหาร โดยเฉพาะลูกไทรสุก จะใช้ปากปลิดแล้วกลืนกินไปทั้งผล
Animal,นกเขาเปล้าธรรมดากินราย,กินผลไม้สุกเป็นอาหาร โดยเฉพาะลูกไทรสุก จะใช้ปากปลิดแล้วกลืนกินไปทั้งผล
Animal,นกเขาเปล้าธรรมดากินไอไหร,กินผลไม้สุกเป็นอาหาร โดยเฉพาะลูกไทรสุก จะใช้ปากปลิดแล้วกลืนกินไปทั้งผล
Animal,นกเขาเปล้าธรรมดากินไร,กินผลไม้สุกเป็นอาหาร โดยเฉพาะลูกไทรสุก จะใช้ปากปลิดแล้วกลืนกินไปทั้งผล
Animal,นกเขาใหญ่,ที่นี่มีนกเขาใหญ่ค่ะ
Animal,มีนกเขาใหญ่ไหม,ที่นี่มีนกเขาใหญ่ค่ะ
Animal,มีนกเขาใหญ่ไหมอ่ะ,ที่นี่มีนกเขาใหญ่ค่ะ
Animal,มีนกเขาใหญ่ไหมหรือเปล่า,ที่นี่มีนกเขาใหญ่ค่ะ
Animal,มีนกเขาใหญ่ป้ะ,ที่นี่มีนกเขาใหญ่ค่ะ
Animal,นกเขาใหญ่กินอะไร,ข้าวเปลือกเมล็ดสั้น ข้าวเปลือกเม็ดมะเขือ ข้าวผสม
Animal,นกเขาใหญ่กินไรอ่ะ,ข้าวเปลือกเมล็ดสั้น ข้าวเปลือกเม็ดมะเขือ ข้าวผสม
Animal,นกเขาใหญ่กินราย,ข้าวเปลือกเมล็ดสั้น ข้าวเปลือกเม็ดมะเขือ ข้าวผสม
Animal,นกเขาใหญ่กินไอไหร,ข้าวเปลือกเมล็ดสั้น ข้าวเปลือกเม็ดมะเขือ ข้าวผสม
Animal,นกเขาใหญ่กินไร,ข้าวเปลือกเมล็ดสั้น ข้าวเปลือกเม็ดมะเขือ ข้าวผสม
Animal,นกเขียวก้านตองปีกสีฟ้า,ที่นี่มีนกเขียวก้านตองปีกสีฟ้าค่ะ
Animal,มีนกเขียวก้านตองปีกสีฟ้าไหม,ที่นี่มีนกเขียวก้านตองปีกสีฟ้าค่ะ
Animal,มีนกเขียวก้านตองปีกสีฟ้าไหมอ่ะ,ที่นี่มีนกเขียวก้านตองปีกสีฟ้าค่ะ
Animal,มีนกเขียวก้านตองปีกสีฟ้าไหมหรือเปล่า,ที่นี่มีนกเขียวก้านตองปีกสีฟ้าค่ะ
Animal,มีนกเขียวก้านตองปีกสีฟ้าป้ะ,ที่นี่มีนกเขียวก้านตองปีกสีฟ้าค่ะ
Animal,นกเขียวก้านตองปีกสีฟ้ากินอะไร,ลูกไม้ น้ำหวานดอกไม้ และแมลง
Animal,นกเขียวก้านตองปีกสีฟ้ากินไรอ่ะ,ลูกไม้ น้ำหวานดอกไม้ และแมลง
Animal,นกเขียวก้านตองปีกสีฟ้ากินราย,ลูกไม้ น้ำหวานดอกไม้ และแมลง
Animal,นกเขียวก้านตองปีกสีฟ้ากินไอไหร,ลูกไม้ น้ำหวานดอกไม้ และแมลง
Animal,นกเขียวก้านตองปีกสีฟ้ากินไร,ลูกไม้ น้ำหวานดอกไม้ และแมลง
Animal,นกเขียวก้านตองใหญ่,ที่นี่มีนกเขียวก้านตองใหญ่ค่ะ
Animal,มีนกเขียวก้านตองใหญ่ไหม,ที่นี่มีนกเขียวก้านตองใหญ่ค่ะ
Animal,มีนกเขียวก้านตองใหญ่ไหมอ่ะ,ที่นี่มีนกเขียวก้านตองใหญ่ค่ะ
Animal,มีนกเขียวก้านตองใหญ่ไหมหรือเปล่า,ที่นี่มีนกเขียวก้านตองใหญ่ค่ะ
Animal,มีนกเขียวก้านตองใหญ่ป้ะ,ที่นี่มีนกเขียวก้านตองใหญ่ค่ะ
Animal,นกเขียวก้านตองใหญ่กินอะไร,ชอบกินลูกไทร แต่บางครั้งก็กินแมลงและสัตว์ไม่มีกระดูกสันหลังขนาดเล็กเป็นอาหาร
Animal,นกเขียวก้านตองใหญ่กินไรอ่ะ,ชอบกินลูกไทร แต่บางครั้งก็กินแมลงและสัตว์ไม่มีกระดูกสันหลังขนาดเล็กเป็นอาหาร
Animal,นกเขียวก้านตองใหญ่กินราย,ชอบกินลูกไทร แต่บางครั้งก็กินแมลงและสัตว์ไม่มีกระดูกสันหลังขนาดเล็กเป็นอาหาร
Animal,นกเขียวก้านตองใหญ่กินไอไหร,ชอบกินลูกไทร แต่บางครั้งก็กินแมลงและสัตว์ไม่มีกระดูกสันหลังขนาดเล็กเป็นอาหาร
Animal,นกเขียวก้านตองใหญ่กินไร,ชอบกินลูกไทร แต่บางครั้งก็กินแมลงและสัตว์ไม่มีกระดูกสันหลังขนาดเล็กเป็นอาหาร
Animal,นกเขียวคราม,ที่นี่มีนกเขียวครามค่ะ
Animal,มีนกเขียวครามไหม,ที่นี่มีนกเขียวครามค่ะ
Animal,มีนกเขียวครามไหมอ่ะ,ที่นี่มีนกเขียวครามค่ะ
Animal,มีนกเขียวครามไหมหรือเปล่า,ที่นี่มีนกเขียวครามค่ะ
Animal,มีนกเขียวครามป้ะ,ที่นี่มีนกเขียวครามค่ะ
Animal,นกเขียวครามกินอะไร,ผลไม้เนื้ออ่อน เช่น ไทร หว้า ผลของไม้เถาบางชนิด
Animal,นกเขียวครามกินไรอ่ะ,ผลไม้เนื้ออ่อน เช่น ไทร หว้า ผลของไม้เถาบางชนิด
Animal,นกเขียวครามกินราย,ผลไม้เนื้ออ่อน เช่น ไทร หว้า ผลของไม้เถาบางชนิด
Animal,นกเขียวครามกินไอไหร,ผลไม้เนื้ออ่อน เช่น ไทร หว้า ผลของไม้เถาบางชนิด
Animal,นกเขียวครามกินไร,ผลไม้เนื้ออ่อน เช่น ไทร หว้า ผลของไม้เถาบางชนิด
Animal,นกเงือกกรามช้าง,ที่นี่มีนกเงือกกรามช้างค่ะ
Animal,มีนกเงือกกรามช้างไหม,ที่นี่มีนกเงือกกรามช้างค่ะ
Animal,มีนกเงือกกรามช้างไหมอ่ะ,ที่นี่มีนกเงือกกรามช้างค่ะ
Animal,มีนกเงือกกรามช้างไหมหรือเปล่า,ที่นี่มีนกเงือกกรามช้างค่ะ
Animal,มีนกเงือกกรามช้างป้ะ,ที่นี่มีนกเงือกกรามช้างค่ะ
Animal,นกเงือกกรามช้างกินอะไร,ผลไม้ โดยเฉพาะลูกไทร ลูกหว้า ตาเสือ ยางโอน แมลง สัตว์เลื้อยคลานขนาดเล็ก เช่น กิ้งก่า หรือสัตว์ครึ่งบกครึ่งน้ำ
Animal,นกเงือกกรามช้างกินไรอ่ะ,ผลไม้ โดยเฉพาะลูกไทร ลูกหว้า ตาเสือ ยางโอน แมลง สัตว์เลื้อยคลานขนาดเล็ก เช่น กิ้งก่า หรือสัตว์ครึ่งบกครึ่งน้ำ
Animal,นกเงือกกรามช้างกินราย,ผลไม้ โดยเฉพาะลูกไทร ลูกหว้า ตาเสือ ยางโอน แมลง สัตว์เลื้อยคลานขนาดเล็ก เช่น กิ้งก่า หรือสัตว์ครึ่งบกครึ่งน้ำ
Animal,นกเงือกกรามช้างกินไอไหร,ผลไม้ โดยเฉพาะลูกไทร ลูกหว้า ตาเสือ ยางโอน แมลง สัตว์เลื้อยคลานขนาดเล็ก เช่น กิ้งก่า หรือสัตว์ครึ่งบกครึ่งน้ำ
Animal,นกเงือกกรามช้างกินไร,ผลไม้ โดยเฉพาะลูกไทร ลูกหว้า ตาเสือ ยางโอน แมลง สัตว์เลื้อยคลานขนาดเล็ก เช่น กิ้งก่า หรือสัตว์ครึ่งบกครึ่งน้ำ
Animal,นกเงือกหัวแรด,ที่นี่มีนกเงือกหัวแรดค่ะ
Animal,มีนกเงือกหัวแรดไหม,ที่นี่มีนกเงือกหัวแรดค่ะ
Animal,มีนกเงือกหัวแรดไหมอ่ะ,ที่นี่มีนกเงือกหัวแรดค่ะ
Animal,มีนกเงือกหัวแรดไหมหรือเปล่า,ที่นี่มีนกเงือกหัวแรดค่ะ
Animal,มีนกเงือกหัวแรดป้ะ,ที่นี่มีนกเงือกหัวแรดค่ะ
Animal,นกเงือกหัวแรดกินอะไร,กินทั้งผลไม้และสัตว์ แต่ชอบผลไม้มากกว่า เช่น ไทร ทังป่า ตาเสือใหญ่ ลูกพน หว้า ยางโอน ฯลฯ จำพวกสัตว์ เช่น ตั๊กแตน กิ้งกือ กิ้งก่าบิน ตะขาบ ฯลฯ
Animal,นกเงือกหัวแรดกินไรอ่ะ,กินทั้งผลไม้และสัตว์ แต่ชอบผลไม้มากกว่า เช่น ไทร ทังป่า ตาเสือใหญ่ ลูกพน หว้า ยางโอน ฯลฯ จำพวกสัตว์ เช่น ตั๊กแตน กิ้งกือ กิ้งก่าบิน ตะขาบ ฯลฯ
Animal,นกเงือกหัวแรดกินราย,กินทั้งผลไม้และสัตว์ แต่ชอบผลไม้มากกว่า เช่น ไทร ทังป่า ตาเสือใหญ่ ลูกพน หว้า ยางโอน ฯลฯ จำพวกสัตว์ เช่น ตั๊กแตน กิ้งกือ กิ้งก่าบิน ตะขาบ ฯลฯ
Animal,นกเงือกหัวแรดกินไอไหร,กินทั้งผลไม้และสัตว์ แต่ชอบผลไม้มากกว่า เช่น ไทร ทังป่า ตาเสือใหญ่ ลูกพน หว้า ยางโอน ฯลฯ จำพวกสัตว์ เช่น ตั๊กแตน กิ้งกือ กิ้งก่าบิน ตะขาบ ฯลฯ
Animal,นกเงือกหัวแรดกินไร,กินทั้งผลไม้และสัตว์ แต่ชอบผลไม้มากกว่า เช่น ไทร ทังป่า ตาเสือใหญ่ ลูกพน หว้า ยางโอน ฯลฯ จำพวกสัตว์ เช่น ตั๊กแตน กิ้งกือ กิ้งก่าบิน ตะขาบ ฯลฯ
Animal,นกเงือกหัวหงอก,ที่นี่มีนกเงือกหัวหงอกค่ะ
Animal,มีนกเงือกหัวหงอกไหม,ที่นี่มีนกเงือกหัวหงอกค่ะ
Animal,มีนกเงือกหัวหงอกไหมอ่ะ,ที่นี่มีนกเงือกหัวหงอกค่ะ
Animal,มีนกเงือกหัวหงอกไหมหรือเปล่า,ที่นี่มีนกเงือกหัวหงอกค่ะ
Animal,มีนกเงือกหัวหงอกป้ะ,ที่นี่มีนกเงือกหัวหงอกค่ะ
Animal,นกเงือกหัวหงอกกินอะไร,ชอบกินทั้งผลไม้เช่น ไทร ตาเสือ ฯลฯ และสัตว์ เช่น กิ้งก่า แมลงต่างๆ ชอบกินอารหารจำพวกสัตว์มากเมื่อเทียบกับนกเงือกชนิดอื่น
Animal,นกเงือกหัวหงอกกินไรอ่ะ,ชอบกินทั้งผลไม้เช่น ไทร ตาเสือ ฯลฯ และสัตว์ เช่น กิ้งก่า แมลงต่างๆ ชอบกินอารหารจำพวกสัตว์มากเมื่อเทียบกับนกเงือกชนิดอื่น
Animal,นกเงือกหัวหงอกกินราย,ชอบกินทั้งผลไม้เช่น ไทร ตาเสือ ฯลฯ และสัตว์ เช่น กิ้งก่า แมลงต่างๆ ชอบกินอารหารจำพวกสัตว์มากเมื่อเทียบกับนกเงือกชนิดอื่น
Animal,นกเงือกหัวหงอกกินไอไหร,ชอบกินทั้งผลไม้เช่น ไทร ตาเสือ ฯลฯ และสัตว์ เช่น กิ้งก่า แมลงต่างๆ ชอบกินอารหารจำพวกสัตว์มากเมื่อเทียบกับนกเงือกชนิดอื่น
Animal,นกเงือกหัวหงอกกินไร,ชอบกินทั้งผลไม้เช่น ไทร ตาเสือ ฯลฯ และสัตว์ เช่น กิ้งก่า แมลงต่างๆ ชอบกินอารหารจำพวกสัตว์มากเมื่อเทียบกับนกเงือกชนิดอื่น
Animal,นกเพนกวินฮัมโบลด์,ที่นี่มีนกเพนกวินฮัมโบลด์ค่ะ
Animal,มีนกเพนกวินฮัมโบลด์ไหม,ที่นี่มีนกเพนกวินฮัมโบลด์ค่ะ
Animal,มีนกเพนกวินฮัมโบลด์ไหมอ่ะ,ที่นี่มีนกเพนกวินฮัมโบลด์ค่ะ
Animal,มีนกเพนกวินฮัมโบลด์ไหมหรือเปล่า,ที่นี่มีนกเพนกวินฮัมโบลด์ค่ะ
Animal,มีนกเพนกวินฮัมโบลด์ป้ะ,ที่นี่มีนกเพนกวินฮัมโบลด์ค่ะ
Animal,นกเพนกวินฮัมโบลด์กินอะไร,ปลา กุ้ง ตัวอ่อนของปู ลูกนกกินอาหารจากการคายออกจากกระเพาะของพ่อแม่ นกเพนกวินดื่มน้ำทั้งน้ำจืดและน้ำเค็ม
Animal,นกเพนกวินฮัมโบลด์กินไรอ่ะ,ปลา กุ้ง ตัวอ่อนของปู ลูกนกกินอาหารจากการคายออกจากกระเพาะของพ่อแม่ นกเพนกวินดื่มน้ำทั้งน้ำจืดและน้ำเค็ม
Animal,นกเพนกวินฮัมโบลด์กินราย,ปลา กุ้ง ตัวอ่อนของปู ลูกนกกินอาหารจากการคายออกจากกระเพาะของพ่อแม่ นกเพนกวินดื่มน้ำทั้งน้ำจืดและน้ำเค็ม
Animal,นกเพนกวินฮัมโบลด์กินไอไหร,ปลา กุ้ง ตัวอ่อนของปู ลูกนกกินอาหารจากการคายออกจากกระเพาะของพ่อแม่ นกเพนกวินดื่มน้ำทั้งน้ำจืดและน้ำเค็ม
Animal,นกเพนกวินฮัมโบลด์กินไร,ปลา กุ้ง ตัวอ่อนของปู ลูกนกกินอาหารจากการคายออกจากกระเพาะของพ่อแม่ นกเพนกวินดื่มน้ำทั้งน้ำจืดและน้ำเค็ม
Animal,นกเอี้ยงหงอน,ที่นี่มีนกเอี้ยงหงอนค่ะ
Animal,มีนกเอี้ยงหงอนไหม,ที่นี่มีนกเอี้ยงหงอนค่ะ
Animal,มีนกเอี้ยงหงอนไหมอ่ะ,ที่นี่มีนกเอี้ยงหงอนค่ะ
Animal,มีนกเอี้ยงหงอนไหมหรือเปล่า,ที่นี่มีนกเอี้ยงหงอนค่ะ
Animal,มีนกเอี้ยงหงอนป้ะ,ที่นี่มีนกเอี้ยงหงอนค่ะ
Animal,นกเอี้ยงหงอนกินอะไร,แมลง ไส้เดือน เมล็ดข้าว น้าหวานจาก ดอกไม้และผลไม้สุก
Animal,นกเอี้ยงหงอนกินไรอ่ะ,แมลง ไส้เดือน เมล็ดข้าว น้าหวานจาก ดอกไม้และผลไม้สุก
Animal,นกเอี้ยงหงอนกินราย,แมลง ไส้เดือน เมล็ดข้าว น้าหวานจาก ดอกไม้และผลไม้สุก
Animal,นกเอี้ยงหงอนกินไอไหร,แมลง ไส้เดือน เมล็ดข้าว น้าหวานจาก ดอกไม้และผลไม้สุก
Animal,นกเอี้ยงหงอนกินไร,แมลง ไส้เดือน เมล็ดข้าว น้าหวานจาก ดอกไม้และผลไม้สุก
Animal,นกแก้วเอคเลคตัส,ที่นี่มีนกแก้วเอคเลคตัสค่ะ
Animal,มีนกแก้วเอคเลคตัสไหม,ที่นี่มีนกแก้วเอคเลคตัสค่ะ
Animal,มีนกแก้วเอคเลคตัสไหมอ่ะ,ที่นี่มีนกแก้วเอคเลคตัสค่ะ
Animal,มีนกแก้วเอคเลคตัสไหมหรือเปล่า,ที่นี่มีนกแก้วเอคเลคตัสค่ะ
Animal,มีนกแก้วเอคเลคตัสป้ะ,ที่นี่มีนกแก้วเอคเลคตัสค่ะ
Animal,นกแก้วเอคเลคตัสกินอะไร,ผักสด และผลไม้
Animal,นกแก้วเอคเลคตัสกินไรอ่ะ,ผักสด และผลไม้
Animal,นกแก้วเอคเลคตัสกินราย,ผักสด และผลไม้
Animal,นกแก้วเอคเลคตัสกินไอไหร,ผักสด และผลไม้
Animal,นกแก้วเอคเลคตัสกินไร,ผักสด และผลไม้
Animal,นกแต้วแล้วธรรมดา,ที่นี่มีนกแต้วแล้วธรรมดาค่ะ
Animal,มีนกแต้วแล้วธรรมดาไหม,ที่นี่มีนกแต้วแล้วธรรมดาค่ะ
Animal,มีนกแต้วแล้วธรรมดาไหมอ่ะ,ที่นี่มีนกแต้วแล้วธรรมดาค่ะ
Animal,มีนกแต้วแล้วธรรมดาไหมหรือเปล่า,ที่นี่มีนกแต้วแล้วธรรมดาค่ะ
Animal,มีนกแต้วแล้วธรรมดาป้ะ,ที่นี่มีนกแต้วแล้วธรรมดาค่ะ
Animal,นกแต้วแล้วธรรมดากินอะไร,หนอน แมลง แมงมุม ไส้เดือน โดยเฉพาะไส้เดือน
Animal,นกแต้วแล้วธรรมดากินไรอ่ะ,หนอน แมลง แมงมุม ไส้เดือน โดยเฉพาะไส้เดือน
Animal,นกแต้วแล้วธรรมดากินราย,หนอน แมลง แมงมุม ไส้เดือน โดยเฉพาะไส้เดือน
Animal,นกแต้วแล้วธรรมดากินไอไหร,หนอน แมลง แมงมุม ไส้เดือน โดยเฉพาะไส้เดือน
Animal,นกแต้วแล้วธรรมดากินไร,หนอน แมลง แมงมุม ไส้เดือน โดยเฉพาะไส้เดือน
Animal,หงส์ดำ,ที่นี่มีหงส์ดำค่ะ
Animal,มีหงส์ดำไหม,ที่นี่มีหงส์ดำค่ะ
Animal,มีหงส์ดำไหมอ่ะ,ที่นี่มีหงส์ดำค่ะ
Animal,มีหงส์ดำไหมหรือเปล่า,ที่นี่มีหงส์ดำค่ะ
